Full Name,FIRST,LAST,NICKNAME,HT.,Height_FT,Height_INCH,Height_CM,WT.,WEIGHT_LB,WEIGHT_KG,REACH,REACH_INCH,STANCE,W,L,D,BELT,GENDER,DIVISION
Doo Ho Choi,Doo Ho,Choi,The Korean Superboy,"5' 10""",5,10,177.8,145 lbs.,145,65.77084,"70.0""",70,Orthodox,13,1,0,,M,Featherweight
Dorian Price,Dorian,Price,,"6' 3""",6,3,190.5,170 lbs.,170,77.11064,--,0,Southpaw,8,4,0,,M,Welterweight
Dos Caras Jr.,Dos,Caras Jr.,,"6' 4""",6,4,193.04,225 lbs.,225,102.0582,--,0,Orthodox,9,5,0,,M,Heavyweight
Doug Kay,Doug,Kay,,--,0,0,0,--,0,0,--,0,n/a,0,0,0,,M,n/a
Doug Marshall,Doug,Marshall,The Rhino,"5' 10""",5,10,177.8,205 lbs.,205,92.98636,--,0,Orthodox,13,5,0,,M,Light Heavyweight
Douglas Evans,Douglas,Evans,,"5' 9""",5,9,175.26,155 lbs.,155,70.30676,--,0,Orthodox,13,9,0,,M,Lightweight
Douglas Lima,Douglas,Lima,The Phenom,"6' 1""",6,1,185.42,170 lbs.,170,77.11064,--,0,n/a,26,6,0,,M,Welterweight
Douglas Silva de Andrade,Douglas,Silva de Andrade,D Silva,"5' 7""",5,7,170.18,135 lbs.,135,61.23492,"68.0""",68,Orthodox,23,1,0,,M,Bantamweight
Drew Brokenshire,Drew,Brokenshire,,--,0,0,0,--,0,0,--,0,n/a,4,2,0,,M,n/a
Drew Dimanlig,Drew,Dimanlig,,--,0,0,0,185 lbs.,185,83.91452,--,0,n/a,3,3,0,,M,Middleweight
Drew Dober,Drew,Dober,,"5' 8""",5,8,172.72,155 lbs.,155,70.30676,"70.0""",70,Southpaw,16,7,0,,M,Lightweight
Drew Fickett,Drew,Fickett,The Master,"5' 10""",5,10,177.8,155 lbs.,155,70.30676,"70.0""",70,Orthodox,41,16,0,,M,Lightweight
Drew McFedries,Drew,McFedries,The Massacre,"6' 0""",6,0,182.88,185 lbs.,185,83.91452,"72.0""",72,Southpaw,10,6,0,,M,Middleweight
Drew Pendleton,Drew,Pendleton,,--,0,0,0,145 lbs.,145,65.77084,--,0,n/a,4,0,0,,M,Featherweight
Duane Ludwig,Duane,Ludwig,Bang,"5' 10""",5,10,177.8,170 lbs.,170,77.11064,"70.0""",70,Orthodox,29,14,0,,M,Welterweight
Dustin Hazelett,Dustin,Hazelett,McLovin,"6' 1""",6,1,185.42,170 lbs.,170,77.11064,"76.0""",76,Orthodox,12,7,0,,M,Welterweight
Dustin Jacoby,Dustin,Jacoby,,"6' 4""",6,4,193.04,185 lbs.,185,83.91452,"78.0""",78,Orthodox,6,3,0,,M,Middleweight
Dustin Kimura,Dustin,Kimura,The Diamond,"5' 7""",5,7,170.18,135 lbs.,135,61.23492,"71.0""",71,Orthodox,12,3,0,,M,Bantamweight
Dustin Moore,Dustin,Moore,,"5' 4""",5,4,162.56,125 lbs.,125,56.699,--,0,n/a,0,1,0,,M,Flyweight
Dustin Neace,Dustin,Neace,The Beast,"5' 9""",5,9,175.26,145 lbs.,145,65.77084,--,0,n/a,23,18,1,,M,Featherweight
Dustin Ortiz,Dustin,Ortiz,,"5' 5""",5,5,165.1,125 lbs.,125,56.699,"65.0""",65,Orthodox,15,5,0,,M,Flyweight
Dustin Pague,Dustin,Pague,The Disciple,"5' 9""",5,9,175.26,135 lbs.,135,61.23492,"74.0""",74,Orthodox,11,10,0,,M,Bantamweight
Dustin Poirier,Dustin,Poirier,The Diamond,"5' 9""",5,9,175.26,155 lbs.,155,70.30676,"72.0""",72,Southpaw,19,4,0,,M,Lightweight
Dustin West,Dustin,West,,"5' 11""",5,11,180.34,170 lbs.,170,77.11064,--,0,n/a,4,4,0,,M,Welterweight
Dwayne Cason,Dwayne,Cason,,"5' 10""",5,10,177.8,212 lbs.,212,96.161504,--,0,Orthodox,1,1,0,,M,Heavyweight
Dylan Andrews,Dylan,Andrews,The Villain,"6' 1""",6,1,185.42,185 lbs.,185,83.91452,"73.0""",73,Switch,18,8,0,,M,Middleweight
Ebenezer Fontes Braga,Ebenezer Fontes,Braga,Pitbull,"6' 0""",6,0,182.88,199 lbs.,199,90.264808,--,0,Orthodox,13,7,2,,M,Light Heavyweight
Ed Herman,Ed,Herman,Short Fuse,"6' 1""",6,1,185.42,205 lbs.,205,92.98636,"77.0""",77,Orthodox,24,11,0,,M,Light Heavyweight
Ed Ratcliff,Ed,Ratcliff,9mm,"5' 10""",5,10,177.8,155 lbs.,155,70.30676,"71.0""",71,Orthodox,7,3,0,,M,Lightweight
Eddie Alvarez,Eddie,Alvarez,,"5' 9""",5,9,175.26,155 lbs.,155,70.30676,"69.0""",69,Orthodox,27,4,0,,M,Lightweight
Eddie Gordon,Eddie,Gordon,Truck,"6' 0""",6,0,182.88,185 lbs.,185,83.91452,"76.0""",76,Orthodox,8,4,0,,M,Middleweight
Eddie Mendez,Eddie,Mendez,,"5' 10""",5,10,177.8,185 lbs.,185,83.91452,"76.0""",76,n/a,7,2,1,,M,Middleweight
Eddie Ruiz,Eddie,Ruiz,,"5' 7""",5,7,170.18,155 lbs.,155,70.30676,--,0,Orthodox,1,1,0,,M,Lightweight
Eddie Sanchez,Eddie,Sanchez,The Manic Hispanic,"6' 2""",6,2,187.96,230 lbs.,230,104.32616,"74.0""",74,Orthodox,13,5,0,,M,Heavyweight
Eddie Wineland,Eddie,Wineland,,"5' 7""",5,7,170.18,135 lbs.,135,61.23492,"69.0""",69,Orthodox,21,11,1,,M,Bantamweight
Eddie Yagin,Eddie,Yagin,The Filipino Phenom,"5' 7""",5,7,170.18,145 lbs.,145,65.77084,--,0,Orthodox,16,5,1,,M,Featherweight
Eddy Ellis,Eddy,Ellis,Fast,"5' 9""",5,9,175.26,170 lbs.,170,77.11064,--,0,Orthodox,16,15,1,,M,Welterweight
Eddy Millis,Eddy,Millis,,"6' 1""",6,1,185.42,185 lbs.,185,83.91452,--,0,n/a,0,2,0,,M,Middleweight
Edgar Cardenas,Edgar,Cardenas,Kitty Katt,--,0,0,0,145 lbs.,145,65.77084,--,0,n/a,3,1,0,,M,Featherweight
Edgar Garcia,Edgar,Garcia,,"5' 10""",5,10,177.8,170 lbs.,170,77.11064,"71.0""",71,Orthodox,14,5,0,,M,Welterweight
Edilberto de Oliveira,Edilberto,de Oliveira,Crocota,"6' 0""",6,0,182.88,170 lbs.,170,77.11064,--,0,Orthodox,20,8,2,,M,Welterweight
Edimilson Souza,Edimilson,Souza,Kevin,"6' 0""",6,0,182.88,145 lbs.,145,65.77084,"74.0""",74,Orthodox,19,4,0,,M,Featherweight
Ednaldo Oliveira,Ednaldo,Oliveira,Lula,"6' 5""",6,5,195.58,205 lbs.,205,92.98636,"79.0""",79,Orthodox,13,2,1,,M,Light Heavyweight
Edson Barboza,Edson,Barboza,Junior,"5' 11""",5,11,180.34,155 lbs.,155,70.30676,"75.0""",75,Orthodox,16,4,0,,M,Lightweight
Edson Berto,Edson,Berto,Little Tiger,"5' 6""",5,6,167.64,155 lbs.,155,70.30676,--,0,Orthodox,16,9,1,,M,Lightweight
Edson Drago,Edson,Drago,,"6' 4""",6,4,193.04,220 lbs.,220,99.79024,--,0,Orthodox,9,4,0,,M,Heavyweight
Edson Silva,Edson,Silva,Paredao,--,0,0,0,205 lbs.,205,92.98636,--,0,Orthodox,7,8,0,,M,Light Heavyweight
Eduardo Bustillos,Eduardo,Bustillos,,"5' 8""",5,8,172.72,135 lbs.,135,61.23492,--,0,n/a,4,2,0,,M,Bantamweight
Eduardo Dantas,Eduardo,Dantas,Dudu,"5' 10""",5,10,177.8,135 lbs.,135,61.23492,--,0,n/a,17,4,0,,M,Bantamweight
Eduardo Pamplona,Eduardo,Pamplona,,"5' 11""",5,11,180.34,170 lbs.,170,77.11064,--,0,n/a,15,3,0,,M,Welterweight
Edward Faaloloto,Edward,Faaloloto,,--,0,0,0,155 lbs.,155,70.30676,"70.0""",70,n/a,2,3,0,,M,Lightweight
Edwin Aguilar,Edwin,Aguilar,Tigre,"5' 10""",5,10,177.8,185 lbs.,185,83.91452,--,0,n/a,22,16,0,,M,Middleweight
Edwin DeWees,Edwin,DeWees,Babyface,"6' 1""",6,1,185.42,185 lbs.,185,83.91452,--,0,Orthodox,37,15,0,,M,Middleweight
Edwin Figueroa,Edwin,Figueroa,El Feroz,"5' 7""",5,7,170.18,135 lbs.,135,61.23492,"69.0""",69,Orthodox,9,4,0,,M,Bantamweight
Efrain Escudero,Efrain,Escudero,Hecho En Mexico,"5' 9""",5,9,175.26,155 lbs.,155,70.30676,"70.0""",70,Orthodox,25,10,0,,M,Lightweight
Egan Inoue,Egan,Inoue,,"5' 9""",5,9,175.26,190 lbs.,190,86.18248,--,0,Southpaw,13,8,0,,M,Light Heavyweight
Egidijus Valavicius,Egidijus,Valavicius,,"6' 0""",6,0,182.88,200 lbs.,200,90.7184,--,0,Orthodox,20,9,0,,M,Light Heavyweight
Eiji Ishikawa,Eiji,Ishikawa,,"5' 10""",5,10,177.8,170 lbs.,170,77.11064,--,0,n/a,22,17,3,,M,Welterweight
Eiji Mitsuoka,Eiji,Mitsuoka,,"5' 7""",5,7,170.18,145 lbs.,145,65.77084,--,0,Southpaw,18,9,2,,M,Featherweight
Elaina Maxwell,Elaina,Maxwell,Beef,"5' 8""",5,8,172.72,145 lbs.,145,65.77084,--,0,Orthodox,6,4,0,,F,Featherweight
Eldari Kurtanidze,Eldari,Kurtanidze,,"5' 6""",5,6,167.64,235 lbs.,235,106.59412,--,0,Orthodox,0,1,0,,M,Heavyweight
Eldo Xavier Dias,Eldo Xavier,Dias,,"5' 11""",5,11,180.34,180 lbs.,180,81.64656,--,0,n/a,0,1,0,,M,Middleweight
Eli Tamez,Eli,Tamez,Tomahawk,"5' 7""",5,7,170.18,135 lbs.,135,61.23492,--,0,n/a,9,0,0,,M,Bantamweight
Elias Silverio,Elias,Silverio,Xuxu,"5' 11""",5,11,180.34,155 lbs.,155,70.30676,"73.0""",73,Orthodox,11,2,0,,M,Lightweight
Elias Theodorou,Elias,Theodorou,The Spartan,"6' 1""",6,1,185.42,185 lbs.,185,83.91452,"75.0""",75,n/a,12,1,0,,M,Middleweight
Eliot Marshall,Eliot,Marshall,Fire,"6' 2""",6,2,187.96,205 lbs.,205,92.98636,"77.0""",77,Orthodox,10,4,0,,M,Light Heavyweight
Elisha Helsper,Elisha,Helsper,Knuckles,"5' 6""",5,6,167.64,135 lbs.,135,61.23492,--,0,Orthodox,0,2,0,,F,Bantamweight
Elizabeth Phillips,Elizabeth,Phillips,,"5' 6""",5,6,167.64,135 lbs.,135,61.23492,"65.0""",65,Orthodox,5,3,0,,F,Bantamweight
Elizeu Zaleski dos Santos,Elizeu,Zaleski dos Santos,Capoeira,"5' 11""",5,11,180.34,170 lbs.,170,77.11064,"73.0""",73,Orthodox,15,5,0,,M,Welterweight
Elvis Mutapcic,Elvis,Mutapcic,The King,"6' 0""",6,0,182.88,205 lbs.,205,92.98636,"72.0""",72,Orthodox,15,4,0,,M,Light Heavyweight
Elvis Sinosic,Elvis,Sinosic,The King of Rock n' Rumble,"6' 3""",6,3,190.5,205 lbs.,205,92.98636,"77.0""",77,Orthodox,7,11,2,,M,Light Heavyweight
Emanuel Newton,Emanuel,Newton,The Hardcore Kid,"6' 1""",6,1,185.42,205 lbs.,205,92.98636,--,0,n/a,25,10,1,,M,Light Heavyweight
Emiliano Sordi,Emiliano,Sordi,He-Man,"6' 2""",6,2,187.96,185 lbs.,185,83.91452,--,0,n/a,13,5,0,,M,Middleweight
Emilio Chavez,Emilio,Chavez,,"5' 9""",5,9,175.26,145 lbs.,145,65.77084,--,0,n/a,8,5,0,,M,Featherweight
Emily Kagan,Emily,Kagan,,"5' 3""",5,3,160.02,115 lbs.,115,52.16308,"66.0""",66,n/a,3,3,0,,F,Strawweight
Emmanuel Sanchez,Emmanuel,Sanchez,El Matador,"5' 9""",5,9,175.26,145 lbs.,145,65.77084,"71.0""",71,n/a,13,2,0,,M,Featherweight
Emmanuel Yarborough,Emmanuel,Yarborough,,"6' 8""",6,8,203.2,770 lbs.,770,349.26584,--,0,Open Stance,1,2,0,,M,Super Heavyweight
Enrique Barzola,Enrique,Barzola,El Fuerte,"5' 7""",5,7,170.18,155 lbs.,155,70.30676,"70.0""",70,n/a,12,2,1,,M,Lightweight
Enrique Briones,Enrique,Briones,Henry Bure,"5' 8""",5,8,172.72,135 lbs.,135,61.23492,"69.0""",69,n/a,19,5,1,,M,Bantamweight
Enrique Marin,Enrique,Marin,Wasabi,"5' 10""",5,10,177.8,170 lbs.,170,77.11064,"74.0""",74,n/a,9,3,0,,M,Welterweight
Enrique Watson,Enrique,Watson,,--,0,0,0,185 lbs.,185,83.91452,--,0,n/a,2,0,0,,M,Middleweight
Enson Inoue,Enson,Inoue,Yamato Damashii,"5' 10""",5,10,177.8,210 lbs.,210,95.25432,--,0,Orthodox,12,8,0,,M,Heavyweight
Eric Bedard,Eric,Bedard,Lucky Strikes,"6' 2""",6,2,187.96,239 lbs.,239,108.408488,--,0,n/a,6,6,0,,M,Heavyweight
Eric Castile,Eric,Castile,,"5' 8""",5,8,172.72,145 lbs.,145,65.77084,--,0,n/a,3,2,0,,M,Featherweight
Eric Esch,Eric,Esch,Butterbean,"5' 11""",5,11,180.34,350 lbs.,350,158.7572,--,0,Orthodox,14,10,1,,M,Super Heavyweight
Eric Galvan,Eric,Galvan,,--,0,0,0,155 lbs.,155,70.30676,--,0,n/a,0,0,0,,M,Lightweight
Eric Irvin,Eric,Irvin,,"5' 8""",5,8,172.72,155 lbs.,155,70.30676,--,0,n/a,9,4,0,,M,Lightweight
Eric Jacob,Eric,Jacob,,--,0,0,0,155 lbs.,155,70.30676,--,0,n/a,1,9,0,,M,Lightweight
Eric Lawson,Eric,Lawson,,"6' 0""",6,0,182.88,185 lbs.,185,83.91452,--,0,Orthodox,9,4,0,,M,Middleweight
Eric Magana,Eric,Magana,,--,0,0,0,--,0,0,--,0,n/a,1,1,0,,M,n/a
Eric Martin,Eric,Martin,,--,0,0,0,--,0,0,--,0,n/a,0,1,0,,M,n/a
Eric Schafer,Eric,Schafer,Red,"6' 3""",6,3,190.5,185 lbs.,185,83.91452,"75.0""",75,Orthodox,14,7,2,,M,Middleweight
Eric Schambari,Eric,Schambari,,"5' 11""",5,11,180.34,185 lbs.,185,83.91452,--,0,Orthodox,15,4,0,,M,Middleweight
Eric Schwartz,Eric,Schwartz,,--,0,0,0,205 lbs.,205,92.98636,--,0,n/a,2,0,0,,M,Light Heavyweight
Eric Smith,Eric,Smith,,--,0,0,0,--,0,0,--,0,Southpaw,1,1,0,,M,n/a
Eric Steenberg,Eric,Steenberg,,--,0,0,0,155 lbs.,155,70.30676,--,0,n/a,5,1,0,,M,Lightweight
Eric Wisely,Eric,Wisely,Little Lee,"5' 8""",5,8,172.72,145 lbs.,145,65.77084,--,0,Southpaw,19,8,0,,M,Featherweight
Eric Wray,Eric,Wray,,"6' 0""",6,0,182.88,170 lbs.,170,77.11064,--,0,Orthodox,5,1,0,,M,Welterweight
Erick Montano,Erick,Montano,Perry,"6' 0""",6,0,182.88,170 lbs.,170,77.11064,"73.0""",73,Orthodox,8,3,0,,M,Welterweight
Erick Sanchez,Erick,Sanchez,,"5' 10""",5,10,177.8,145 lbs.,145,65.77084,--,0,n/a,6,2,0,,M,Featherweight
Erick Silva,Erick,Silva,,"6' 0""",6,0,182.88,170 lbs.,170,77.11064,"74.0""",74,Orthodox,18,7,0,,M,Welterweight
Erick Wanderlei,Erick,Wanderlei,,"6' 1""",6,1,185.42,205 lbs.,205,92.98636,--,0,Orthodox,3,3,0,,M,Light Heavyweight
Ericka Almeida,Ericka,Almeida,,"5' 6""",5,6,167.64,115 lbs.,115,52.16308,"68.0""",68,n/a,7,2,0,,F,Strawweight
Erik Apple,Erik,Apple,,"6' 0""",6,0,182.88,170 lbs.,170,77.11064,--,0,Orthodox,10,3,0,,M,Welterweight
Erik Koch,Erik,Koch,New Breed,"5' 10""",5,10,177.8,155 lbs.,155,70.30676,"70.0""",70,Southpaw,14,4,0,,M,Lightweight
Erik Perez,Erik,Perez,Goyito,"5' 8""",5,8,172.72,135 lbs.,135,61.23492,"68.0""",68,Orthodox,15,6,0,,M,Bantamweight
Ernest Chavez,Ernest,Chavez,The Mad Titan,"5' 8""",5,8,172.72,145 lbs.,145,65.77084,"70.0""",70,Orthodox,8,2,0,,M,Featherweight
Ernie Verdicia,Ernie,Verdicia,,"5' 11""",5,11,180.34,199 lbs.,199,90.264808,--,0,Orthodox,0,1,0,,M,Light Heavyweight
Errol Zimmerman,Errol,Zimmerman,The Bonecrusher,"6' 3""",6,3,190.5,185 lbs.,185,83.91452,--,0,Orthodox,0,1,0,,M,Middleweight
Estevan Payan,Estevan,Payan,El Terrible,"5' 10""",5,10,177.8,145 lbs.,145,65.77084,"72.0""",72,Orthodox,14,6,0,,M,Featherweight
Eugene Jackson,Eugene,Jackson,The Wolf,"5' 8""",5,8,172.72,185 lbs.,185,83.91452,--,0,Orthodox,15,9,1,,M,Middleweight
Eugenio Tadeu,Eugenio,Tadeu,,"5' 8""",5,8,172.72,160 lbs.,160,72.57472,--,0,Orthodox,2,3,0,,M,Welterweight
Eun Soo Lee,Eun Soo,Lee,,"6' 1""",6,1,185.42,215 lbs.,215,97.52228,--,0,Orthodox,15,3,0,,M,Heavyweight
Evan Dunham,Evan,Dunham,,"5' 10""",5,10,177.8,155 lbs.,155,70.30676,"70.0""",70,Southpaw,17,6,0,,M,Lightweight
Evan Esguerra,Evan,Esguerra,,--,0,0,0,145 lbs.,145,65.77084,--,0,n/a,3,4,0,,M,Featherweight
Evan Tanner,Evan,Tanner,,"6' 0""",6,0,182.88,185 lbs.,185,83.91452,"74.0""",74,Orthodox,32,8,0,,M,Middleweight
Evangelista Santos,Evangelista,Santos,Cyborg,"5' 10""",5,10,177.8,170 lbs.,170,77.11064,"76.0""",76,Orthodox,18,15,0,,M,Welterweight
Everett Cummings,Everett,Cummings,,--,0,0,0,205 lbs.,205,92.98636,--,0,n/a,9,0,0,,M,Light Heavyweight
Ewerton Teixeira,Ewerton,Teixeira,,"6' 1""",6,1,185.42,242 lbs.,242,109.769264,--,0,n/a,3,1,0,,M,Heavyweight
Fabian Gonzalez,Fabian,Gonzalez,,"5' 10""",5,10,177.8,135 lbs.,135,61.23492,--,0,n/a,2,1,0,,M,Bantamweight
Fabiano Iha,Fabiano,Iha,,"5' 8""",5,8,172.72,155 lbs.,155,70.30676,--,0,Orthodox,9,5,0,,M,Lightweight
Fabiano Scherner,Fabiano,Scherner,Pegaleve,"6' 3""",6,3,190.5,257 lbs.,257,116.573144,--,0,Orthodox,8,8,0,,M,Heavyweight
Fabio Gurgel,Fabio,Gurgel,,"6' 0""",6,0,182.88,205 lbs.,205,92.98636,--,0,Orthodox,3,2,0,,M,Light Heavyweight
Fabio Maldonado,Fabio,Maldonado,Caipira de Aco,"6' 1""",6,1,185.42,205 lbs.,205,92.98636,"75.0""",75,Orthodox,22,9,0,,M,Light Heavyweight
Fabio Mello,Fabio,Mello,,"5' 5""",5,5,165.1,155 lbs.,155,70.30676,--,0,Southpaw,8,6,0,,M,Lightweight
Fabio Nascimento,Fabio,Nascimento,Negao,"5' 10""",5,10,177.8,185 lbs.,185,83.91452,--,0,Orthodox,11,5,0,,M,Middleweight
Fabio Silva,Fabio,Silva,,"5' 11""",5,11,180.34,205 lbs.,205,92.98636,--,0,Orthodox,11,5,0,,M,Light Heavyweight
Fabricio Camoes,Fabricio,Camoes,Morango,"5' 10""",5,10,177.8,155 lbs.,155,70.30676,"73.0""",73,Orthodox,14,9,1,,M,Lightweight
Fabricio Guerreiro,Fabricio,Guerreiro,,"5' 10""",5,10,177.8,145 lbs.,145,65.77084,--,0,n/a,20,4,0,,M,Featherweight
Fabricio Werdum,Fabricio,Werdum,Vai Cavalo,"6' 4""",6,4,193.04,231 lbs.,231,104.779752,"77.0""",77,Orthodox,20,5,1,,M,Heavyweight
Falaniko Vitale,Falaniko,Vitale,Niko,"5' 10""",5,10,177.8,185 lbs.,185,83.91452,--,0,Orthodox,29,10,0,,M,Middleweight
Fazlo Mulabitinovic,Fazlo,Mulabitinovic,,--,0,0,0,135 lbs.,135,61.23492,--,0,n/a,3,1,0,,M,Bantamweight
Federico Lopez,Federico,Lopez,Kiko,"5' 4""",5,4,162.56,139 lbs.,139,63.049288,--,0,Orthodox,5,5,0,,M,Featherweight
Fedor Emelianenko,Fedor,Emelianenko,The Last Emperor,"6' 0""",6,0,182.88,230 lbs.,230,104.32616,"74.0""",74,Orthodox,34,4,0,,M,Heavyweight
Felice Herrig,Felice,Herrig,Lil Bulldog,"5' 4""",5,4,162.56,115 lbs.,115,52.16308,"65.0""",65,n/a,10,6,0,,F,Strawweight
Felipe Arantes,Felipe,Arantes,Sertanejo,"5' 8""",5,8,172.72,135 lbs.,135,61.23492,"73.0""",73,Orthodox,17,7,1,,M,Bantamweight
Felipe Olivieri,Felipe,Olivieri,,"5' 9""",5,9,175.26,155 lbs.,155,70.30676,"72.0""",72,Orthodox,14,5,0,,M,Lightweight
Felipe Portela,Felipe,Portela,Balboa,--,0,0,0,170 lbs.,170,77.11064,--,0,n/a,7,1,0,,M,Welterweight
Felix Mitchell,Felix,Mitchell,,--,0,0,0,--,0,0,--,0,Orthodox,2,7,0,,M,n/a
Fernando Bettega,Fernando,Bettega,,--,0,0,0,170 lbs.,170,77.11064,--,0,n/a,7,5,0,,M,Welterweight
Fernando Bruno,Fernando,Bruno,Acougueiro,"5' 6""",5,6,167.64,155 lbs.,155,70.30676,"70.0""",70,n/a,16,3,0,,M,Lightweight
Fernando Gonzalez,Fernando,Gonzalez,The Menifee Maniac,"5' 9""",5,9,175.26,170 lbs.,170,77.11064,"68.0""",68,Southpaw,19,11,0,,M,Welterweight
Filip Pejic,Filip,Pejic,Nitro,"5' 8""",5,8,172.72,135 lbs.,135,61.23492,"70.0""",70,Orthodox,10,2,1,,M,Bantamweight
Fiona Muxlow,Fiona,Muxlow,,"5' 4""",5,4,162.56,145 lbs.,145,65.77084,--,0,n/a,6,2,0,,F,Featherweight
Flavio Luiz Moura,Flavio Luiz,Moura,,"5' 11""",5,11,180.34,183 lbs.,183,83.007336,--,0,Open Stance,17,7,0,,M,Middleweight
Floyd Sword,Floyd,Sword,,"6' 0""",6,0,182.88,185 lbs.,185,83.91452,--,0,Orthodox,12,3,0,,M,Middleweight
Forrest Griffin,Forrest,Griffin,,"6' 3""",6,3,190.5,205 lbs.,205,92.98636,"77.0""",77,Orthodox,19,7,0,,M,Light Heavyweight
Forrest Petz,Forrest,Petz,The Meat Cleaver,"5' 9""",5,9,175.26,170 lbs.,170,77.11064,"71.0""",71,Orthodox,24,9,0,,M,Welterweight
Francesco Maturi,Francesco,Maturi,,--,0,0,0,--,0,0,--,0,n/a,0,1,0,,M,n/a
Francimar Barroso,Francimar,Barroso,Bodao,"6' 1""",6,1,185.42,205 lbs.,205,92.98636,"75.0""",75,Orthodox,18,4,0,,M,Light Heavyweight
Francis Carmont,Francis,Carmont,Limitless,"6' 3""",6,3,190.5,205 lbs.,205,92.98636,"78.0""",78,Orthodox,23,10,0,,M,Light Heavyweight
Francis Ngannou,Francis,Ngannou,The Predator,"6' 4""",6,4,193.04,250 lbs.,250,113.398,"83.0""",83,Orthodox,7,1,0,,M,Heavyweight
Francisco Bueno,Francisco,Bueno,,"5' 9""",5,9,175.26,225 lbs.,225,102.0582,--,0,Orthodox,5,2,0,,M,Heavyweight
Francisco France,Francisco,France,Kiko,"6' 0""",6,0,182.88,205 lbs.,205,92.98636,--,0,n/a,7,3,0,,M,Light Heavyweight
Francisco Rivera,Francisco,Rivera,Cisco,"5' 8""",5,8,172.72,135 lbs.,135,61.23492,"68.0""",68,Orthodox,11,6,0,,M,Bantamweight
Francisco Trevino,Francisco,Trevino,Sitkayan,"5' 9""",5,9,175.26,155 lbs.,155,70.30676,"70.0""",70,Orthodox,12,2,0,,M,Lightweight
Francisco Trinaldo,Francisco,Trinaldo,Massaranduba,"5' 9""",5,9,175.26,155 lbs.,155,70.30676,"70.0""",70,Southpaw,19,4,0,,M,Lightweight
Francois Botha,Francois,Botha,White Buffalo,"6' 2""",6,2,187.96,260 lbs.,260,117.93392,--,0,Orthodox,0,1,0,,M,Heavyweight
Frank Caracci,Frank,Caracci,,--,0,0,0,--,0,0,--,0,n/a,2,3,0,,M,n/a
Frank Gomez,Frank,Gomez,,"5' 10""",5,10,177.8,135 lbs.,135,61.23492,"67.0""",67,Orthodox,10,4,0,,M,Bantamweight
Frank Hamaker,Frank,Hamaker,,--,0,0,0,--,0,0,--,0,n/a,1,0,0,,M,n/a
Frank Lester,Frank,Lester,,"5' 11""",5,11,180.34,170 lbs.,170,77.11064,--,0,Orthodox,6,6,0,,M,Welterweight
Frank Megallon,Frank,Megallon,,"5' 10""",5,10,177.8,185 lbs.,185,83.91452,--,0,Southpaw,2,3,0,,M,Middleweight
Frank Mir,Frank,Mir,,"6' 3""",6,3,190.5,264 lbs.,264,119.748288,"79.0""",79,Southpaw,18,11,0,,M,Heavyweight
Frank Shamrock,Frank,Shamrock,,"5' 10""",5,10,177.8,185 lbs.,185,83.91452,--,0,Orthodox,22,11,2,,M,Middleweight
Frank Trigg,Frank,Trigg,Twinkle Toes,"5' 9""",5,9,175.26,170 lbs.,170,77.11064,"71.0""",71,Southpaw,21,9,0,,M,Welterweight
Frankie Edgar,Frankie,Edgar,The Answer,"5' 6""",5,6,167.64,145 lbs.,145,65.77084,"68.0""",68,Orthodox,19,4,1,,M,Featherweight
Frankie Perez,Frankie,Perez,,"5' 11""",5,11,180.34,155 lbs.,155,70.30676,"73.0""",73,Orthodox,10,2,0,,M,Lightweight
Frankie Saenz,Frankie,Saenz,,"5' 6""",5,6,167.64,135 lbs.,135,61.23492,"66.0""",66,Orthodox,11,3,0,,M,Bantamweight
Fred Ettish,Fred,Ettish,,"6' 0""",6,0,182.88,180 lbs.,180,81.64656,--,0,Southpaw,1,1,0,,M,Middleweight
Frederick Brown,Frederick,Brown,,"6' 0""",6,0,182.88,235 lbs.,235,106.59412,--,0,n/a,3,1,0,,M,Heavyweight
Fredson Paixao,Fredson,Paixao,,"5' 6""",5,6,167.64,145 lbs.,145,65.77084,"66.0""",66,Orthodox,10,4,0,,M,Featherweight
Fredy Serrano,Fredy,Serrano,El Profe,"5' 3""",5,3,160.02,125 lbs.,125,56.699,"65.0""",65,Orthodox,3,0,0,,M,Flyweight
Gabe Lemley,Gabe,Lemley,,"5' 8""",5,8,172.72,155 lbs.,155,70.30676,--,0,Orthodox,13,9,0,,M,Lightweight
Gabe Ruediger,Gabe,Ruediger,Godzilla,"5' 10""",5,10,177.8,155 lbs.,155,70.30676,--,0,Orthodox,17,7,0,,M,Lightweight
Gabriel Benitez,Gabriel,Benitez,Moggly,"5' 8""",5,8,172.72,145 lbs.,145,65.77084,"71.0""",71,n/a,18,6,0,,M,Featherweight
Gabriel Carrasco,Gabriel,Carrasco,,"5' 6""",5,6,167.64,135 lbs.,135,61.23492,--,0,n/a,7,0,0,,M,Bantamweight
Gabriel Gonzaga,Gabriel,Gonzaga,Napao,"6' 2""",6,2,187.96,242 lbs.,242,109.769264,"76.0""",76,Orthodox,17,11,0,,M,Heavyweight
Gabriel Miglioli,Gabriel,Miglioli,Biel,"5' 8""",5,8,172.72,170 lbs.,170,77.11064,--,0,n/a,9,8,0,,M,Welterweight
Gabriel Salinas-Jones,Gabriel,Salinas-Jones,,"6' 1""",6,1,185.42,245 lbs.,245,111.13004,--,0,n/a,5,2,1,,M,Heavyweight
